,0,1,2,3,4,5
328,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/pu-lecturers-to-observe-black-day/article2425032.ece,national,karnataka,PU lecturers to observe Black Day,"Lecturers of pre-university colleges have decided to observe Teachers' Day on Monday as a Black Day, in protest against the alleged failure of the State Government to fulfil their long-pending demands. Addressing presspersons here on Sunday, Mohan Reddy, president of the district unit of Karnataka State Pre-University College Lecturers' Association, said that there was a huge disparity in their pay scales, compared to that of degree college lecturers. The injustice had been continued, despite drawing the attention of the Government in this regard, by way of boycotting the evaluation in April, he said. The disparity had continued ever since the recommendations of the fourth and fifth pay commissions were implemented. With the implementation of the sixth pay commission's recommendations, the disparity had increase enormously. The Government, in response to a memorandum, had constituted a committee, headed by Kumar Naik, senior officer, to study the pay scales, to which the association had given a representation mentioning about the injustice meted out to its members. The committee had submitted its report. But, so far, the Government had not taken any steps to make the recommendations public, he said. Mr. Reddy said that the association members, drawn from all over the district, would go on a mass leave on Monday, take out a rally to the Deputy Commissioner's office and submit a memorandum. Later, they would stage a dharna in front of the Deputy Commissioner's office. Announcing the recommendations of the Kumar Naik Committee report, special pay-scales to principals and promotion for lecturers of pre-university colleges were major among the demands of the association.",0
329,http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/man-beaten-up-outside-home/article7717676.ece,national,newdelhi,Man beaten up outside home,"A man was allegedly beaten up by three policemen while he was having dinner outside his home in Sector-3 of Faridabad. According to the eyewitnesses, the man was having dinner with his family, sitting outside his home in Sector-3 here when three policemen landed there and started beating the man. The victim, Prem, fractured his arm due to the beating. The police, however, have denied all allegations. Locals from Sector—3 area lodged a protest outside the police station Sector—7 in Faridabad demanding an immediate action against the erring police officials. Yesterday, he reached home in 36Gaz colony of Sector—3 at night. Since there was no electricity in the area, the family started having dinner sitting outside their home, Prem said.— PTI",1
330,http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/%E2%80%98Nothing-has-changed-since-AAP-came%E2%80%99/article15571138.ece,national,newdelhi,‘Nothing has changed since AAP came’,"The AAP government is inching towards completing two years in powers, but it is yet to fulfil the promises it made to its core support group – the autorickshaw drivers. Besides an increase in the number of autorickshaw stands, the AAP - in its 70-point manifesto - had said it would facilitate quick bank loans for the purchase of autorickshaws, conduct special training for drivers, and ensure that harassment by the traffic police and transport authorities was stopped. But ask Dayal Singh, an auto driver who plies in Karol Bagh, and he says: “Nothing had changed since the AAP came into power.” “If we are caught, we are not allowed to ply our auto for a month, irrespective of the fine we pay. It is very difficult for us to maintain our families this way,” Mr. Singh said. Shankar Kumar, another auto driver, seconded this version. “There were some changes in the law because of which harassment by the Traffic Police came down. But, (transport) authority officials still don’t let drivers like me off without a bribe.” Though the AAP announced a bank loan scheme, many auto drivers claimed to have faced difficulties when it comes to taking help from banks. Other drivers, meanwhile, said that they were thankful to government organisations like Indraprastha Gas Limited (IGL) for schemes that came to their aid. “Schemes such as the IGL Suraksha Yojana and the IGL Swasth Saradhi have proved more helpful than the Delhi government,” said Krishna Pandey, a resident of Shahdara. Union upset The unions representing the auto drivers, meanwhile, have charged the AAP government of not delivering on demands despite several strikes. Rajendra Soni, general secretary of the Delhi Pradesh Taxi Union and Delhi Autorickshaw Sangh, alleged that the government’s bias towards app-based taxi services was evident from the fact that its norms sought to ensure that every auto driver should possess a licensed badge, which was not the case with the app-based cab drivers. He also demanded why, when the Supreme Court had granted permission for nearly 1 lakh autos to ply, only 70,000 autos were given licences by the Delhi Transport Authority. “The AAP government has increased the number of e-rickshaws just to increase its vote bank,” he alleged. Sanjay Samrat, president of the Delhi Taxi Tourist Transporters Association said that both the AAP and the BJP governments were allowing app-based platforms to function despite questions over the legality of their operations. In addition to announcing its intent to formulate “holistic transport policies for all forms of transport”, the AAP had promised the establishment of a ‘Unified Transport Authority’, apart from a revision of fares. Opinion on this, however, was divided among the auto drivers. “We lose out to app-based vehicles because their base fare is Rs. 6 per kilometre while ours is Rs. 8. Fares should remain where they are, but the plying of app-based taxis must be regulated,” said Vibhuti Prasad who has been driving an auto for three decades. According to Ramesh Tiwari, another auto driver, autorickshaws cater to “specific commuters” who are more comfortable in an auto than a car. Government speak Though Transport Minister Satyendar Jain remained unavailable for a comment, a senior government official said the AAP dispensation had done a lot and was on track to do more for auto rickshaw drivers in the immediate future. (The writer is an intern with The Hindu)",0
331,http://www.thehindu.com/todays-paper/One-day-agitation-against-KAS-cripples-Secretariat/article17316764.ece,None,None,One-day agitation against KAS cripples Secretariat,"A strike called by a section of employees against the government decision to include the government Secretariat in the Kerala Administrative Service (KAS) crippled the functioning of the State administrative headquarters on Thursday. While the protesters claimed that 78% of the employees responded to the strike called by the Kerala Secretariat Association and the Kerala Secretariat Employees Sangh, the government pegged the turnout at 56%. The Kerala Secretariat Employees Association affiliated to the CPI(M) did not join the strike. Though Chief Secretary S.M. Vijayanand had called the employees’ representatives for talks on Wednesday, it failed to reach an accord and the Secretariat Association affiliated to the Congress and the Employees Sangh called for a one-day strike. Decision challenged Members of the Secretariat Association had been on the war path and had been staying out of offices in protest against the decision. Association leader Benny said that their members who availed themselves of casual leave on Wednesday as a mark of protest, would continue to boycott duties and organise a 24-hour satyagraha before the Secretariat on February 20. The association has also challenged the government decision at the Kerala Administrative Tribunal. Sangh secertary S. Sudarsanan said that they would launch a signature drive against the decision and submit it to Governor P. Sathasivam. KSEA general secretary M.S. Bijukuttan termed the protest by a section of the employees as a farcical exercise. “Majority of the employees rejected the call and turned up for duty on Thursday. Their decision to continue the agitation would be deemed only as an irresponsible act that challenges the public. No responsible organisation can afford to act in such a manner,” Mr. Bijukuttan said..Chief Minister Pinarayi Vijayan had directed the heads of departments to initiate disciplinary action against employees who have been boycotting work after signing the attendance register in the name of the protest, after monitoring the closed circuit camera visuals. Meanwhile, Mr. Vijayan, while addressing a conference of the Kerala Legislature Secretariat Staff Association here in the afternoon, categorically stated that the government would go ahead with the decision to form the cadre. This was one of the election promises of the Left Democratic Front and the massive mandate it got in the elections was for honouring the promises,, he said. Majority of the employees rejected the call and turned up for duty on Thursday. The decision to continue the agitation would be deemed only as an irresponsible act that challenges the public. M.S. Bijukuttan KSEA general secretary",1
332,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Seetharamaiah-remembered/article15321151.ece,national,andhrapradesh,Seetharamaiah remembered,"VIJAYAWADA: A meeting organised by some Congressmen to observe the fifth death anniversary of former deputy mayor Burma Seetharamaiah on Sunday was used as a platform to send across a message to the kapu community in the city that the Congress always stood by them. Speaking on the occasion, Lagadapati Rajagopal, MP, recalled that he had intervened at the last minute to tilt the scales in favour of Vangaveeti Radhakrishna in deciding the candidature for Vijayawada East constituency in 2004 Assembly elections. “A decision was then taken by the Congress leadership led by PCC president D. Srinivas and Y.S. Rajasekhara Reddy to give ticket for Vijayawada East constituency to Ilapuram Venkaiah, but when some party leaders brought it to my notice that there is a need to recognise the son of a leader who sacrificed his life for the party, I persuaded the party leadership to give the ticket to Mr. Radhakrishna,” Mr. Rajagopal said. APCC executive member Kolanukonda Shivaji criticised Kapu leader Pilla Venkateswara Rao for alleging that the MP was trying to give mayorship to other communities. Mayor Mallika Begum, Mr. Sominaidu and corporator M.V. Ratna Bindu spoke.",0
333,http://www.thehindu.com/todays-paper/tp-features/tp-metroplus/hike-without-hitch/article3196753.ece,features,metroplus,Hike without hitch,"Want to take a break but don't want to get into the muddle of bookings, here is a solution With people increasingly finding it difficult to plan their holidays on their own, travel solution companies are buzzing with business. One such company is FCm Travel Solutions. Having strategic alliances with reputed travel and related service providers, FCm connects the clients with airlines, hotel chains and car hire companies. The company is recognised by the Government of India, Ministry of Tourism, Reserve Bank of India, International Air Transport Association, Pacific Asian Travel Association and many such agencies. ""FCm expanded its network last year from 10 branches to 13 branches by establishing state of the art offices in Mysore, Coimbatore and Chandigarh. This year we plan to increase the network to 16-25 cities. The cities to target are Bhubneshwar, Goa and Vishakhapatnam,"" says Rahul Nath, CEO and Country Manager, FCm-India. The strategic approach, according to Nath, is to reach out to the tier-II cities after spreading out in metro and mini-metro cties. The company is also looking forward to tap the increasing number of business travellers.Friends Globe Travels Limited, a division of FCm Travels Solutions has bagged the contract of official travel agent at ICC Cricket World Cup 2007 to be held in West Indies. The company has also launched a unique loyalty card for its customers, which will be free for lifetime without any annual fee. This card will work as reward loyalty card like any airlines frequent flyer card.",0
334,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/regularise-cultivation-on-government-land-sangha/article2402093.ece,national,karnataka,Regularise cultivation on government land: sangha,"The Karnataka Pranta Raitha Sangha (KPRS) and the Karnataka Pranta Krishi Cooligarara Sangha (KPKCS) on Friday urged the State Government to regularise the unauthorised cultivation on government and forest land immediately and stop acquisition of farmland for establishing industries. Leaders of both the organisations including the President of the KPKCS Bhimshetty Yempalli and Secretaryof the KPRS Gouramma Patil staged a dharna outside the Vikas Soudha, housing all the government offices in Gulbarga city on Friday demanding the regularisation of the unauthorised cultivation which would help tens of thousands of landless agricultural labourers as a one-time measure. In a memorandum to the State Government, the leaders of the two organisations demanded the Government to stop forcible eviction of the landless agricultural labourers cultivating in the government land by the Forest Department claiming that land belonged to the Forest Department. They demanded the Government to clear the pending bills of wages under the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) pending since 2009-10 which has been withheld on technical grounds. They also demanded payment of unemployment allowances to those who had demanded employment under the MGNREGA and denied employment by the authorities this year.",1
335,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/lsquoRemove-journalistrsquos-name-from-list-of-naxal-supportersrsquo/article14783038.ece,national,karnataka,‘Remove journalist’s name from list of naxal supporters’,"Special Correspondent Kranti Deepa’s Manjunath is in the list released by the police SHIMOGA: The Shimoga District Working Journalists Association has urged the Government to delete the name of the local journalist N. Manjunath from the list of the naxal “supporters” which has been released by the Police Department. A delegation of the association, which presented a memorandum to Deputy Commissioner T.K. Anilkumar here on Monday, demanded that the Police Department should tender its apology for having committed a “mischief” by including Manjunath’s name in the list without any basis. Probe It said that the Government should hold an inquiry into the issue. The memorandum said that the association condemned the manner in which the list of the “supporters” of naxalites was prepared. It said that if the remark by Home Minister M.P. Prakash that the list had been prepared without his knowledge was to be believed, then there appeared to be a political and bureaucratic conspiracy behind it. It said the reason for Manjunath’s name being included in the list was that his political detractors who could not face him ideologically had got it included in the list. It said that the same political forces which attacked the office of “Kranti Deepa” being edited by Manjunath and also its printing press, were responsible for his name being included in the list of the “supporters” of the naxalites. Association president Srinagesh, editor of the Shimoga District Editors’ Association M. Nagendra Rao and journalist S.H. Rangaswamy led the delegation.",1
336,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Reunion-at-Model-school/article16941514.ece,national,kerala,Reunion at Model school,"The 1966-67 batch alumni of the Government Model Boys Higher Secondary School here is organising a reunion at the school on January 22 and 23 to celebrate the golden jubilee of the batch. Planting of saplings The programme will begin on January 22 with a ceremony to honour those who taught the batch. Saplings will be planted on the same day. An interaction between eminent personalities and the students of the school will be held on January 23. Former Vice Admiral B. Kannan, former GSLV Project Director G. Raveendranath and Joy Ummen, former Chief Secretary of Chhattisgarh, will participate in the event. To participate, contact Sajan Peter (9495936242) or A. S. Suresh Babu (9745025005).",0
337,http://www.thehindu.com/todays-paper/tp-features/tp-metroplus/ask-shahnaz/article5554867.ece,features,metroplus,ASK SHAHNAZ,"B eautician Shahnaz Husain offers suggestions and answers queries. Send your queries to askshahnaz@gmail.com I have been suffering from dandruff for a long time. My scalp is also oily. — Deepthi For dandruff, apply a non-oily herbal hair tonic on the scalp daily, using cotton wool and leave it on. Part the hair into sections, and apply it on the scalp. Wash your hair with a mild herbal shampoo three or four times a week, using less shampoo and rinsing it off well with water. Half an hour before a shampoo wash, apply two tablespoons of vinegar on the scalp, massaging it lightly into the scalp. Once a week, heat olive oil or til oil, and apply it on the scalp at night. Leave it on overnight. The next morning, apply the juice of a lemon 15 minutes before a shampoo wash. Include fresh fruits, raw salads, sprouts and yogurt in your daily diet. Drink six to eight glasses of water daily. Add the juice of a lemon to a glass of water, and drink it first thing in the morning. Ask your doctor to prescribe vitamin and mineral supplements. What should I do to get rid of the fine hair growing on top of my nose? — Kannan You can have threading done, or try waxing strips. Home remedies do not remove facial hair. But they are said to lessen the growth if used regularly over a period of time. You may also try the following remedies for discouraging facial hair growth. Make a thick paste of sugar, lemon juice and water and apply it in the direction of hair growth. Wash it off after it dries. Apply it once or twice a week. Apply a paste of turmeric powder and milk and rub this on the skin using a circular motion. It is said to discourage facial hair, but it may leave a slight yellowish colour on the skin. I have whiteheads around my eyes. Suggest a remedy. — Preethivi In whiteheads, the pores are not open. They form easily where the skin is thin, like around the eyes. Avoid pinching it with your nails, as it can lead to infection. Scrubs cannot be used around the eyes, but you can try some home remedies. Make a paste of fenugreek leaves and apply it on the face daily, washing it off after an hour. Drink six to eight glasses of water daily. Add the juice of a lemon to a glass of water, and drink it first thing in the morning. Drinking barley water is also said to help prevent whiteheads. I have warts on my face. What should I do remove them? — Mohammed Rafi Warts are small, hard, uneven, raised growths, with a rough surface. They can appear on the face and different parts of the body. Some warts are caused by a virus and spread easily. It is best to refer your problem to a dermatologist, or try homeopathic treatment. As far as home remedies are concerned, it is said that applying vinegar on the warts daily causes them to finally fall out. Apply it only on the wart, using cotton wool. I have thin eyebrows. Suggest what I should to make them thick. — Nandhini Apply a little castor oil daily on your eyebrows, using a cotton bud. Meanwhile, you can also make the eyebrows appear thicker with the help of make-up. Using an eyebrow pencil, make short feathery strokes on the brows. Avoid dark lines. My skin is oily and pimple-prone. My face also becomes dry after I wash it in winter. Suggest what kind of moisturiser I should apply and when. — Lakshmi Use a face wash for oily skin, or a mild glycerine soap during winter. Dryness during winter for someone with oily skin is superficial dryness of the outermost layer of the skin. Apply a light moisturising lotion. Or, mix one teaspoon of pure glycerine with 100 ml of rose water. Store it in an airtight bottle. Apply a little of this lotion daily to relieve dryness. It may be applied after washing your face.",0
338,http://www.thehindu.com/todays-paper/Chidambaram-none-should-support-the-Maoists/article16128990.ece,None,None,Chidambaram: none should support the Maoists,"Union Home Minister P. Chidambaram said on Wednesday that the Centre would not encourage anyone to support the Maoists. “No one should support the CPI (Maoist) and the government certainly will not encourage anyone to support the CPI (Maoist),” he said during question hour in the Rajya Sabha. Mr. Chidambaram was replying to questions raised by Ramdas Agarwal (BJP). who alleged that anti-national activities were being carried out in Naxal-affected areas. Without naming Railway Minister Mamata Banerjee, who recently organised a controversial rally in Lalgarh, Mr. Agarwal wanted to know whether the government would take action against “influential” people who were openly supporting the Maoists. Prasanta Chatterjee (CPI-M) demanded a CBI inquiry into the Lalgarh issue. The Left, the BJP and a few other parties have been disrupting Parliament proceedings for the past two days over the alleged involvement of the Maoists in organising Trinamool Congress rally at Lalgarh in West Bengal. They have been demanding a probe. To a question, Mr. Chidambaram said there was no evidence that the CPI (Maoist) was getting overt support from any international terrorist organisation or international militant organisation. “There was one report about a contact between an organisation in Nepal and the CPI (Maoist), but that has not been confirmed either. There is no evidence that they receive money or weapons from China — China as a country or China as an entity. Weapons are indeed smuggled from across the border — both the Bangladesh border and the Myanmar border.” Mr. Chidambaram also pointed out that the CPI (Maoist) was able to raise funds within the country. “They are able to raise money through extortion, through levies, and through looting. But we are keeping a careful watch. If there is any evidence that they receive money or receive other support from any organisation abroad, certainly, we shall look into the matter very carefully and, with the help of friendly countries, take action against those organisations which are reported to be supporting the CPI (Maoist).”",1
339,http://www.thehindu.com/todays-paper/Atiq-Ahmed-arrested-in-New-Delhi/article15156519.ece,None,None,Atiq Ahmed arrested in New Delhi,"Atiq Ahmed, expelled Samajwadi Party MP who was wanted by the Uttar Pradesh police in connection with some criminal cases including the murder of Bahujan Samaj Party MLA Raju Pal in 2005, was arrested at Pitampura here on Thursday. On Friday, a Tis Hazari court granted a transit remand for producing him in an Allahabad court within two days, but sent him to the Tihar Central Jail here in view of security concerns. The court directed the Jail Superintendent and the Deputy Commissioner of the Delhi police (3rd Battalion) to produce him before an Allahabad court. Karnal Singh, Joint Commissioner, Delhi police (Special Cell), said that following a tip-off that Ahmed would come to Ghalib Apartment on Parwana Road to meet some persons, a police team intercepted the vehicle in he was travelling. Ahmed, who was arrested in the Raju Pal murder case and was out on bail, allegedly threatened witnesses for deposing against him. After that, nine cases on various charges were registered against him. It is learnt that after he went underground, Ahmed visited Mumbai and Faridabad before coming to the capital where he changed several hideouts. According to the Delhi police, he was previously involved in 38 criminal cases, including murder, attempt-to-murder, extortion, kidnapping, rioting and under the Arms Act and the Gangsters Act in Uttar Pradesh. In 1995, he was allegedly involved in the murder of an undertrial Akhtar on the Allahabad High Court premises. In 2001, he allegedly hatched a conspiracy to murder his political opponent Javed Iqbal in Allahabad. A bodyguard of Javed was killed in that attack. Lucknow Special Correspondent reports: A Home Department spokesman said Atiq Ahmed would be presented before a magistrate on his return to Lucknow before being taken to Allahabad. Ahmed carried a reward of Rs.20,000 on his head, Sarvesh Kumar Mishra, Special Secretary, Home, told newspersons. He said the State government had requested the Delhi police to secure his remand. Elected from Phulpur in the 2004 Lok Sabha elections, Ahmed was expelled from the SP by its president and former Chief Minister Mulayam Singh in January this year. He fell out with Mr. Singh after he established contact with the rebel SP member of Parliament and president of the Samajwadi Kranti Dal, Beni Prasad Verma. Through Mr. Verma, he reportedly started hobnobbing with the Congress leadership.",1
340,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/demanding-quota/article3685324.ece,national,kerala,Demanding quota,"Show of strength:A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha (VSDP) in front of the Secretariat on Wednesday raising various demands, including 10 per cent reservation.— Photo: S. Gopakumar",1
341,http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/Sensitive-places-in-Lucknow-identified-security-tightened/article15360756.ece,national,otherstates,"Sensitive places in Lucknow identified, security tightened","City divided into nine zones; four ASPs for supervision Lucknow: In the wake of the Mumbai terror strikes, the State police has identified 109 sensitive buildings in the city and drawn up an internal security scheme to save them from similar situations. These buildings include two dozen very sensitive establishments like the Vidhan Sabha (State Assembly), Chief Minister’s Office and residence, the High Court as well as the various historical monuments in the State capital, police said on Saturday. An internal security scheme has been formulated to deal with any possible terror attack on these buildings, sources in the police department here said. The district police officials were also briefed yesterday about the combat plan at a meeting which focused on initial police response to a terror crisis, they said. The city has been divided into nine zones and circle officers asked to take over the charge in case of an eventuality with four ASPs entrusted with overall supervision, sources said, adding that ASP Vidhan Sabha security would be the in-charge of the control room at the time of a crisis. The quick reaction teams would be equipped with latest weapons including AK-47 and provided bullet proof jackets and helmets. Regular training of policemen would also be undertaken to brush up their skills in the use of weapons and tone up their physical condition, sources added. -- PTI",1
342,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/delay-in-compensation-ryots-lay-siege-to-mro-office/article3164246.ece,national,andhrapradesh,`Delay' in compensation: ryots lay siege to MRO office,"Betel nut farmers from Garikaparru and Thotlavalluru villages under Thotlavalluru mandal laid siege to the Mandal Revenue Office on Monday. Taking strong exception to the inordinate delay in release of the promised compensation for crop loss in the August 2005 floods, nearly 50 farmers, led by the Telugu Desam Party MPTC member Gurumurthy and local CPI- (M) leaders Krishna Babu and Kondala Babu, squatted before the MRO. Efforts to persuade the farmers to relent failed to yield result and the irate farmers continued their protest till late in the evening. Staff of the MRO office was forced to jump across the compound wall to gain entry into their office premises. Following heavy losses incurred by the betel nut farmers of the region, the State Government promised to release Rs. 86 lakhs towards compensation. Of the promised aid, a sum of Rs. 29 lakhs was disbursed while the remaining beneficiaries continued to wait for release of Rs. 57 lakh. The farmers stated categorically that they would not budge from the place until they were given a firm assurance by the MRO on release of the remaining compensation amount.",1
343,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/telecom-employees-stage-protest/article7340553.ece,national,tamilnadu,Telecom employees stage protest,"Alleging that the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed, the BSNL Employees Union members staged an agitation here. Union assistant secretary (Tamil Nadu circle) S. Subramanian told reporters that many of the telephone exchanges like the ones at Peruntholuvu and Mudalipalayam did not have security guards during the night hours. According to the staff, lots of vacancies arisen after the retirement of employees are yet to be filled up. Another allegation was that the organisation offices here face shortage of cables and telephone sets to give land phone connections.",1
344,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/gandhi-section-in-assembly-museum/article3507752.ece,national,kerala,Gandhi section in Assembly museum,"The Legislative Museum in the Assembly Complex here will have a section devoted exclusively to the Father of the Nation. Addressing a press conference here on Friday, Speaker G. Karthikeyan said that work on making the museum a full-fledged one was fast nearing completion. The section would display rare pictures of Mahatma Gandhi. It would have copies of his writings and other papers, apart from the facility to listen to audio recordings of his speeches and see movies on him. It will also have a large collection of books on Gandhi for reference. The Speaker said the proceedings on the Assembly would be made available on demand to anyone on the website of the Legislative Assembly. The website now provided all Assembly documents. The Assurance Implementation Desk of the Legislative Secretariat had already computerised the details regarding assurances given by the government in the Assembly. He said efforts were on to turn the Legislative Complex and its surroundings into a ‘green campus.' A biogas plant and a unit to process plastic waste had been installed at the MLAs' hostel. Solar power generators were being set up on the campus.",0
345,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Car-crashes-into-Public-Office-wall/article14009453.ece,national,kerala,Car crashes into Public Office wall,"In what is suspected to be a case of speeding and extremely rash driving, a car carrying four youngsters crashed into the compound wall of the Public Office near Museum, before crashing into a tree on the footpath as well, in the early hours of Tuesday. While the car was completely damaged in the accident which occurred around 1 a.m., the passengers had a miraculous escape with minor injuries, with the Traffic Police, who have registered a case, stating that the owner of the car and the driver, were yet to be identified. The passengers had got themselves discharged after first aid at Government Medical College Hospital here. The car bore the registration number KL-16-B-6000, the police said.",0
346,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Karunanidhi-to-MLAs-donrsquot-waste-time-in-praising-me/article15959454.ece,national,tamilnadu,Karunanidhi to MLAs: don’t waste time in praising me,"Special Correspondent Makes the point during a debate in the Assembly Urges them to focus more on raising issues Suggests laudatory references can be removed CHENNAI: “Come to the point during debates in the Assembly. Don’t indulge in praising the Chief Minister.” This was Chief Minister M. Karunanidhi’s message to his party members on Saturday. Intervening in the debate on the motion of thanks to Governor for his address to the House, Mr. Karunanidhi was reacting to observations of his colleague T. Senguttuvan. The Chief Minister said he had made this point several times. Instead of wasting time in eulogy, MLAs, particularly those belonging to his party, should focus more on raising issues. He also had a word of suggestion to the Chair. The laudatory references to the Chief Minister could be removed and only the points of substance should be allowed. During Question Hour, members of the All India Anna Dravida Munnetra Kazhagam (AIADMK) staged a walkout, protesting against the Chair’s refusal to expunge the observations made by Law Minister Durai Murugan on a judge keeping judgment reserved in a case for some time and delivering it a few days before his retirement. During the debate, while responding to P.K. Sekar Babu (AIADMK)’s remark on food subsidy, Food Minister E.V. Velu said that of the food subsidy of about Rs.4,000 crore, rice accounted for Rs.2,931 crore; sugar Rs.455 crore; kerosene Rs.42 crore; special public distribution system Rs.567 crore and supply of 10 varieties of condiments Rs.12 crore.",0
347,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Private-bus-strike-total-in-city/article15281058.ece,national,kerala,Private bus strike total in city,"Private buses kept off the road on the first day of the indefinite strike called by trade unions demanding fair wages fixed by the State government. Commuters had to rely on limited number of services operated by the Kerala State Road Transport Corporation or private carriers. The City Police chipped in by operating circular services along Fort Kochi-Mattanchery, Edapally-Palarivattom, Cheranalloor-Eloor and Vytilla-Panangad routes between 8 a.m. and 8 p.m. The trade union leaders, through a press release issued by the Private Bus Workers’ Coordination Committee, has alleged that the authorities concerned are denying workers fair wages by supporting bus owner s. The release claimed that nearly 1,000 workers, who operate services within the city, are on strike. The protestors have allowed buses from Vypeen to operate up to Kerala High Court junction. The KSRTC operated 64 additional services to areas like Chellanam, Thoppumpady, Poothotta, Puthencruz, Vaikkom and Aluva. This was a temporary arrangement, as the instruction to make alternative arrangements came late on Monday evening. Buses were drawn from depots at Alappuzha, Cherthala, Aluva and Angamali to operate the additional services, said Joseph Stanley, Control Inspector, KSRTC. The KSRTC officials here are in consultation with the head office to meet the situation in coming days. If the strike prolongs, nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district, Mr. Stanley said. Talks fail The indefinite strike will continue as the meeting convened by District Collector M. Beena to end the private bus strike failed to reach a consensus. While the workers stuck to their demand of implementing fair wages within 45 days, the bus owners refused to hike the wages. The worker said that since owners of 103 buses agreed to implement fair wages, these buses would operate.",1
348,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/trs-mlc-condemns-ministers-statement/article2237570.ece,national,andhrapradesh,TRS MLC condemns Minister's statement,"TRS MLC Naradasu Laxman Rao launched a scathing attack against senior Congress leader Renuka Chowdhary for her derogatory remarks against the pro-Telangana activists, who tried obstructing her demanding her to disclose stand on Telangana statehood issue in Khammam district. “The adamant Renuka Chowdhary has insulted womanhood with her ‘uncultured' statements threatening the pro-Telangana activists,” he said and strongly condemned the statements and demanded that she tender an unconditional apology for insulting the Telangana people. Talking to newsmen here on Sunday, the MLC said that TRS president K. Chandrashekhar Rao had launched the movement for a separate Telangana State in a democratic manner and had never resorted to any unlawful acts. He said that the senior Congress leader was provoking the people of Telangana with her statements and warned her to mend her ways. Flaying the statement made by Minister for Minor Irrigation T.G. Venkatesh about forming a militant force in the Rayalaseema region, he reminded that the Telangana people had not harmed any Seemandhra leaders in Hyderabad or other parts of the region. “It is the unstable Seemandhra leaders, who are provoking the Telangana protagonists without any reason,” he added.",0
